product_id;product_class_id;brand_name;product_name;SKU;SRP;gross_weight;net_weight;recyclable_package;low_fat;units_per_case;cases_per_pallet;shelf_width;shelf_height;shelf_depth;product_subcategory;product_category;product_department;product_family;All
1274;58;Pleasant;Pleasant Chicken Noodle Soup;38752020001;13.100;20.2;19.2;1;0;36;10;8.2;20.5;17;Soup;Canned Soup;Canned Foods;Food;ALL
1275;58;Pleasant;Pleasant Turkey Noodle Soup;33712224364;11.700;13.5;12.5;1;0;9;6;17.6;22.6;3.46;Soup;Canned Soup;Canned Foods;Food;ALL
1276;58;Pleasant;Pleasant Beef Soup;96647673249;14.300;16.9;14.8;1;0;2;8;18.9;18.7;4.16;Soup;Canned Soup;Canned Foods;Food;ALL
1278;58;Pleasant;Pleasant Chicken Ramen Soup;62040160298;28.200;20.2;19.2;1;1;9;9;8.26;5.08;14.4;Soup;Canned Soup;Canned Foods;Food;ALL
1286;58;Pleasant;Pleasant Rice Soup;35442002415;0.9000;14;12;1;1;33;8;4.61;16.9;6.29;Soup;Canned Soup;Canned Foods;Food;ALL
95;60;Golden;Golden Frozen Carrots;39882292151;14.600;8.58;5.57;1;0;29;9;16.6;3.52;22.3;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
105;60;Golden;Golden Frozen Cauliflower;75273053050;37.200;6.16;4.15;1;0;21;11;22.7;9.49;4.28;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
106;60;Golden;Golden Frozen Broccoli;36774995923;29.600;14.6;11.6;1;1;36;6;17.4;14.7;18.5;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
107;60;Golden;Golden Frozen Corn;55637330412;18.100;19.9;18.8;0;0;25;11;4.91;8.76;11.2;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
108;60;Golden;Golden Frozen Peas;63691950440;21.900;11.9;9.89;1;1;34;6;8.69;9.67;20.5;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
406;60;Big Time;Big Time Frozen Carrots;18127034306;16.400;20.7;18.7;0;0;1;8;22.8;4.74;20.6;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
416;60;Big Time;Big Time Frozen Cauliflower;27328963875;33.200;7.2;6.19;1;0;21;8;21.7;4.05;16.6;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
417;60;Big Time;Big Time Frozen Broccoli;20002467036;27.200;14.2;12.1;1;0;4;9;19.7;4.82;3.76;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
418;60;Big Time;Big Time Frozen Corn;25770385861;31.600;13.2;11.1;1;0;15;13;4.8;8.34;15.9;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
419;60;Big Time;Big Time Frozen Peas;11583785414;35.700;8.5;6.5;0;0;10;9;22;3.84;11.8;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
717;60;Imagine;Imagine Frozen Carrots;77634298205;39.200;15.2;12.1;1;1;20;6;17.4;12;11;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
727;60;Imagine;Imagine Frozen Cauliflower;83345150351;19.100;21;19;1;1;8;8;6.41;20.8;10.4;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
728;60;Imagine;Imagine Frozen Broccoli;86826367974;18.900;17.1;15.1;0;1;26;10;19.4;6.38;8.54;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
729;60;Imagine;Imagine Frozen Corn;22548806071;17.200;17.7;15.7;1;1;4;12;17.2;7.89;12.5;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
730;60;Imagine;Imagine Frozen Peas;85267789959;17.200;9.39;7.39;1;1;30;11;5.75;10.9;17.1;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1033;60;PigTail;PigTail Frozen Carrots;74729573130;19.100;6.99;4.98;0;0;12;13;21.2;11.7;8.15;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1043;60;PigTail;PigTail Frozen Cauliflower;48859538435;15.700;7.77;5.76;0;1;26;8;14.3;15.8;19;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1044;60;PigTail;PigTail Frozen Broccoli;23865223526;12.700;10.2;8.19;1;1;17;10;19.5;8.5;5.11;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1045;60;PigTail;PigTail Frozen Corn;45014259219;37.000;12.7;11.6;1;0;9;11;15.3;22.2;13.7;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1046;60;PigTail;PigTail Frozen Peas;79257710576;16.600;9.84;7.84;1;1;32;7;11.8;16.8;16.5;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1344;60;Carrington;Carrington Frozen Carrots;45029655098;15.200;9.89;7.89;1;0;19;9;4.05;3.5;4.36;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1354;60;Carrington;Carrington Frozen Cauliflower;47851617932;14.800;9.18;8.18;0;0;1;7;6.2;3.69;6.31;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1355;60;Carrington;Carrington Frozen Broccoli;66713952422;0.6300;17.2;15.2;1;0;26;9;7.34;15.6;8.18;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1356;60;Carrington;Carrington Frozen Corn;74768572449;16.000;11.9;9.89;0;0;10;8;4.8;14.5;6.59;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
1357;60;Carrington;Carrington Frozen Peas;62868673205;27.100;21.8;19.7;1;1;3;13;16.4;13.2;22.8;Frozen Vegetables;Vegetables;Frozen Foods;Food;ALL
171;61;High Top;High Top Summer Squash;76792191863;29.500;18.7;17.7;0;0;30;9;11.3;20.6;12;Fresh Vegetables;Vegetables;Produce;Food;ALL
172;61;High Top;High Top Corn on the Cob;18748942017;33.200;16.1;14.1;0;1;3;8;12.3;18.4;4.75;Fresh Vegetables;Vegetables;Produce;Food;ALL
173;61;High Top;High Top Asparagus;72946912646;14.300;21.9;20.8;0;0;13;13;22;9.15;7.34;Fresh Vegetables;Vegetables;Produce;Food;ALL
174;61;High Top;High Top Sweet Peas;50239298939;17.100;13.4;11.3;1;0;22;8;12.3;21;21.8;Fresh Vegetables;Vegetables;Produce;Food;ALL
175;61;High Top;High Top New Potatos;97577165961;38.500;6.82;4.82;1;1;16;8;13;15.4;13.2;Fresh Vegetables;Vegetables;Produce;Food;ALL
176;61;High Top;High Top Beets;44107318520;22.700;12.1;10.1;1;0;29;7;10.4;14.9;8.42;Fresh Vegetables;Vegetables;Produce;Food;ALL
177;61;High Top;High Top Prepared Salad;36780821681;16.600;10.5;8.5;0;0;19;14;5;16.2;3.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
178;61;High Top;High Top Onions;42548740506;13.300;19.5;16.5;1;1;25;7;20.3;18.2;12.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
179;61;High Top;High Top Green Pepper;83242968916;27.500;19.7;18.7;0;1;2;6;3.93;15.1;21.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
180;61;High Top;High Top Shitake Mushrooms;34346523880;0.6900;12.3;11.3;0;0;17;9;17.3;18.2;10.9;Fresh Vegetables;Vegetables;Produce;Food;ALL
181;61;High Top;High Top Lettuce;79397689700;0.9300;16.1;14.1;0;1;23;5;16.1;15.1;14.5;Fresh Vegetables;Vegetables;Produce;Food;ALL
182;61;High Top;High Top Elephant Garlic;89739010930;18.400;9.05;6.05;0;1;11;12;13.2;6.07;13.5;Fresh Vegetables;Vegetables;Produce;Food;ALL
183;61;High Top;High Top Red Pepper;80125812888;24.100;7.06;5.05;1;0;22;8;4.13;19.5;18.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
184;61;High Top;High Top Garlic;83607030510;34.000;20;18;1;1;22;13;22.7;11.8;6.41;Fresh Vegetables;Vegetables;Produce;Food;ALL
185;61;High Top;High Top Potatos;43231598734;0.5700;9.3;7.3;1;0;24;12;11.4;8.03;4.14;Fresh Vegetables;Vegetables;Produce;Food;ALL
186;61;High Top;High Top Cauliflower;82048452496;22.300;18.7;17.7;0;0;20;7;9.53;13.4;8.09;Fresh Vegetables;Vegetables;Produce;Food;ALL
187;61;High Top;High Top Tomatos;10910786986;13.200;14.8;13.8;0;1;15;6;12.6;13.4;3.67;Fresh Vegetables;Vegetables;Produce;Food;ALL
188;61;High Top;High Top Mushrooms;18965407013;25.800;14.7;11.6;1;1;14;8;22.3;19.2;10.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
189;61;High Top;High Top Baby Onion;61946336627;34.500;8.51;6.51;1;0;4;13;5.62;8.03;21.8;Fresh Vegetables;Vegetables;Produce;Food;ALL
190;61;High Top;High Top Dried Mushrooms;39238722920;37.400;18.7;17.7;1;1;29;6;9.59;17.9;5.47;Fresh Vegetables;Vegetables;Produce;Food;ALL
191;61;High Top;High Top Fresh Lima Beans;86576589941;28.700;12.6;9.6;1;0;22;7;19.9;14.4;16.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
192;61;High Top;High Top Squash;33106742501;15.200;10.7;7.69;0;1;4;7;20.3;15.6;14.2;Fresh Vegetables;Vegetables;Produce;Food;ALL
203;61;High Top;High Top Broccoli;89910210967;0.6300;8.85;5.85;1;0;27;5;6.17;12;10.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
207;61;High Top;High Top Sweet Onion;98010095953;12.400;13.5;11.5;1;1;7;14;16;17.8;11.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
482;61;Tell Tale;Tell Tale Summer Squash;28895309567;0.7300;18.7;16.7;0;1;25;14;6.92;6.21;19.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
483;61;Tell Tale;Tell Tale Corn on the Cob;80806578993;19.400;13;10;1;0;3;10;20.8;21.6;5.86;Fresh Vegetables;Vegetables;Produce;Food;ALL
484;61;Tell Tale;Tell Tale Asparagus;55812264084;36.400;8.35;6.35;0;1;4;12;7.56;4.92;14.2;Fresh Vegetables;Vegetables;Produce;Food;ALL
485;61;Tell Tale;Tell Tale Sweet Peas;76961299777;21.900;14.5;12.5;0;1;23;11;19.6;21.1;21.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
486;61;Tell Tale;Tell Tale New Potatos;21204751133;11.400;14.8;12.8;1;1;18;14;13.3;12.5;8.47;Fresh Vegetables;Vegetables;Produce;Food;ALL
487;61;Tell Tale;Tell Tale Beets;11591553092;26.000;9.09;6.09;0;1;5;7;18.5;20.3;19.5;Fresh Vegetables;Vegetables;Produce;Food;ALL
488;61;Tell Tale;Tell Tale Prepared Salad;15072770714;25.900;9.77;7.77;1;1;20;10;14.4;8.41;16.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
489;61;Tell Tale;Tell Tale Onions;40795208811;24.100;16.4;13.3;1;1;12;12;8.95;10.2;8.48;Fresh Vegetables;Vegetables;Produce;Food;ALL
490;61;Tell Tale;Tell Tale Green Pepper;44229219555;16.500;13.4;11.3;0;1;24;6;7.33;13.6;21.2;Fresh Vegetables;Vegetables;Produce;Food;ALL
491;61;Tell Tale;Tell Tale Shitake Mushrooms;63091554045;35.100;19.6;18.6;1;0;14;13;20.7;12.1;13.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
492;61;Tell Tale;Tell Tale Lettuce;71146174073;17.700;20.3;19.2;0;0;12;11;15.5;6.91;20.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
493;61;Tell Tale;Tell Tale Elephant Garlic;59246274828;26.400;7.43;5.42;1;0;23;9;11.1;21.8;3.83;Fresh Vegetables;Vegetables;Produce;Food;ALL
494;61;Tell Tale;Tell Tale Red Pepper;36538661122;19.300;9.02;6.02;1;0;27;12;11.7;12.2;15.2;Fresh Vegetables;Vegetables;Produce;Food;ALL
495;61;Tell Tale;Tell Tale Garlic;59974398016;11.700;9.22;6.22;1;0;8;8;7.01;19.2;19.4;Fresh Vegetables;Vegetables;Produce;Food;ALL
496;61;Tell Tale;Tell Tale Potatos;96504550576;0.8400;11.2;10.1;0;0;31;11;9.79;6.34;20.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
497;61;Tell Tale;Tell Tale Cauliflower;23080183863;18.700;14.7;13.6;1;0;10;9;7.83;6.85;8.93;Fresh Vegetables;Vegetables;Produce;Food;ALL
498;61;Tell Tale;Tell Tale Tomatos;28848102688;25.500;11.9;10.8;1;1;28;12;4;3.58;21.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
499;61;Tell Tale;Tell Tale Mushrooms;69542331099;29.600;13.9;11.8;1;0;28;12;16.8;5.12;20.4;Fresh Vegetables;Vegetables;Produce;Food;ALL
500;61;Tell Tale;Tell Tale Baby Onion;44548016190;26.600;17;14;0;1;11;12;22.6;14.4;21.4;Fresh Vegetables;Vegetables;Produce;Food;ALL
501;61;Tell Tale;Tell Tale Dried Mushrooms;65697051882;14.500;17.1;15.1;1;1;13;10;3.23;20;16.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
502;61;Tell Tale;Tell Tale Fresh Lima Beans;99940503239;31.700;20.1;18.1;1;0;24;12;10.6;9.42;12;Fresh Vegetables;Vegetables;Produce;Food;ALL
503;61;Tell Tale;Tell Tale Squash;90327305197;18.600;21.2;20.2;0;1;31;7;19.8;13.1;11.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
514;61;Tell Tale;Tell Tale Broccoli;40281608700;18.100;20.9;17.8;1;1;35;11;6.63;8.38;9.31;Fresh Vegetables;Vegetables;Produce;Food;ALL
518;61;Tell Tale;Tell Tale Sweet Onion;21374009251;13.600;13.5;11.5;0;1;19;7;12.6;16.8;8.99;Fresh Vegetables;Vegetables;Produce;Food;ALL
793;61;Ebony;Ebony Summer Squash;91507927775;28.500;12;11;0;0;26;11;16.7;11.3;6.94;Fresh Vegetables;Vegetables;Produce;Food;ALL
794;61;Ebony;Ebony Corn on the Cob;64226911664;12.000;7.26;6.26;0;1;21;6;5.14;14.6;10.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
795;61;Ebony;Ebony Asparagus;59187116026;0.9600;21.6;20.6;0;1;12;11;20.6;20.3;20.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
796;61;Ebony;Ebony Sweet Peas;91143866181;13.200;6.29;5.28;1;1;28;5;16.5;8.45;16.8;Fresh Vegetables;Vegetables;Produce;Food;ALL
797;61;Ebony;Ebony New Potatos;55341836810;21.900;7.96;4.96;1;1;8;8;5.76;22.1;5.72;Fresh Vegetables;Vegetables;Produce;Food;ALL
798;61;Ebony;Ebony Beets;32634223103;27.100;14.6;11.6;0;1;6;5;9.78;11.7;10.5;Fresh Vegetables;Vegetables;Produce;Food;ALL
799;61;Ebony;Ebony Prepared Salad;79972090125;28.400;20.8;18.7;1;0;30;12;3.16;10.2;22.9;Fresh Vegetables;Vegetables;Produce;Food;ALL
800;61;Ebony;Ebony Onions;81383071541;32.600;11.5;9.5;1;1;16;11;7.37;8.78;22.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
801;61;Ebony;Ebony Green Pepper;74056574702;26.500;10.8;8.8;0;0;21;6;17.6;15.7;22.2;Fresh Vegetables;Vegetables;Produce;Food;ALL
802;61;Ebony;Ebony Shitake Mushrooms;79824493527;29.900;12.4;10.3;1;1;30;13;18.2;6.14;13.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
803;61;Ebony;Ebony Lettuce;65637893080;35.100;21.4;19.3;0;1;18;13;4.15;9.25;5.21;Fresh Vegetables;Vegetables;Produce;Food;ALL
804;61;Ebony;Ebony Elephant Garlic;40643578171;22.100;7.48;4.48;0;0;6;7;6.92;16.3;6.44;Fresh Vegetables;Vegetables;Produce;Food;ALL
805;61;Ebony;Ebony Red Pepper;61792613863;28.800;16.9;13.8;0;1;14;9;14.3;20.5;7.88;Fresh Vegetables;Vegetables;Produce;Food;ALL
806;61;Ebony;Ebony Garlic;72133935093;26.000;8.1;6.1;1;0;32;13;21.1;13.5;7.53;Fresh Vegetables;Vegetables;Produce;Food;ALL
807;61;Ebony;Ebony Potatos;62520737051;14.100;21.1;20.1;0;0;33;13;8.7;6.98;22.8;Fresh Vegetables;Vegetables;Produce;Food;ALL
808;61;Ebony;Ebony Cauliflower;30882783532;13.900;19.4;17.3;1;0;6;9;14.1;18.2;15.2;Fresh Vegetables;Vegetables;Produce;Food;ALL
809;61;Ebony;Ebony Tomatos;80507351756;12.200;18.7;16.7;1;1;4;7;5.12;20.7;14.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
810;61;Ebony;Ebony Mushrooms;29324205517;0.5700;21.7;19.7;1;0;22;13;12.5;10.1;10.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
811;61;Ebony;Ebony Baby Onion;48186540007;29.700;17.4;15.3;1;0;26;14;11.3;15.6;11.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
812;61;Ebony;Ebony Dried Mushrooms;80143290162;33.400;20.9;18.8;1;0;28;11;21;21.7;17.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
813;61;Ebony;Ebony Fresh Lima Beans;44341260790;14.500;14.3;11.3;1;0;30;8;9.16;21.5;18.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
814;61;Ebony;Ebony Squash;21633647084;17.300;18.7;16.7;0;0;3;9;21.5;21;9.13;Fresh Vegetables;Vegetables;Produce;Food;ALL
825;61;Ebony;Ebony Broccoli;14362275004;28.300;20;18;1;1;31;6;8.76;19.4;9.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
829;61;Ebony;Ebony Sweet Onion;56979143023;21.700;15.6;14.6;0;1;21;7;12.8;20.2;13.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
1109;61;Tri-State;Tri-State Summer Squash;97098380923;0.5500;19.2;17.2;0;0;16;6;20.7;20.2;7.12;Fresh Vegetables;Vegetables;Produce;Food;ALL
1110;61;Tri-State;Tri-State Corn on the Cob;41341832280;28.000;12.7;10.6;0;0;19;9;18.8;5.58;11;Fresh Vegetables;Vegetables;Produce;Food;ALL
1111;61;Tri-State;Tri-State Asparagus;31728634238;0.7800;17.9;14.8;1;0;15;11;8.54;6.23;3.8;Fresh Vegetables;Vegetables;Produce;Food;ALL
1112;61;Tri-State;Tri-State Sweet Peas;35209851861;35.800;19.9;18.8;0;1;4;5;11.3;13.3;5.03;Fresh Vegetables;Vegetables;Produce;Food;ALL
1113;61;Tri-State;Tri-State New Potatos;60932289958;0.6700;17.5;14.5;0;0;30;10;19.9;10;20.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
1114;61;Tri-State;Tri-State Beets;33651273846;34.200;20.6;19.6;1;1;36;6;5.53;10.5;6.13;Fresh Vegetables;Vegetables;Produce;Food;ALL
1115;61;Tri-State;Tri-State Prepared Salad;52513608336;25.000;6.66;4.65;1;0;1;6;18.4;12;4.86;Fresh Vegetables;Vegetables;Produce;Food;ALL
1116;61;Tri-State;Tri-State Onions;91546927094;25.300;15.9;13.8;1;0;33;13;14.9;17.1;14.2;Fresh Vegetables;Vegetables;Produce;Food;ALL
1117;61;Tri-State;Tri-State Green Pepper;79647027850;36.400;12;10;1;1;11;14;17.8;8.3;14.8;Fresh Vegetables;Vegetables;Produce;Food;ALL
1118;61;Tri-State;Tri-State Shitake Mushrooms;56939414143;29.300;11.9;9.89;1;0;15;8;8.09;20.7;6.77;Fresh Vegetables;Vegetables;Produce;Food;ALL
1119;61;Tri-State;Tri-State Lettuce;80375151038;31.700;7.66;5.65;1;0;25;13;6.97;6.3;7.49;Fresh Vegetables;Vegetables;Produce;Food;ALL
1120;61;Tri-State;Tri-State Elephant Garlic;50807433724;17.100;16.1;15.1;0;0;21;7;21.8;20.5;16.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
1121;61;Tri-State;Tri-State Red Pepper;43480936884;38.700;9.55;6.55;1;1;29;7;10;20.3;18.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
1122;61;Tri-State;Tri-State Garlic;49248855710;0.7400;15.2;14.1;1;0;30;5;22.3;19.9;8.15;Fresh Vegetables;Vegetables;Produce;Food;ALL
1123;61;Tri-State;Tri-State Potatos;11160125136;19.600;8.17;6.17;0;1;7;6;9.43;16.4;9.74;Fresh Vegetables;Vegetables;Produce;Food;ALL
1124;61;Tri-State;Tri-State Cauliflower;64948769211;0.8100;6.63;5.63;1;0;21;12;12.6;21;22.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
1125;61;Tri-State;Tri-State Tomatos;86097804903;22.100;19.6;18.6;1;1;33;10;20.3;3.3;12.4;Fresh Vegetables;Vegetables;Produce;Food;ALL
1126;61;Tri-State;Tri-State Mushrooms;30341256260;11.600;17.1;15.1;1;0;18;12;21.1;12.3;10;Fresh Vegetables;Vegetables;Produce;Food;ALL
1127;61;Tri-State;Tri-State Baby Onion;20728058218;26.200;12.8;11.8;0;1;22;11;20.7;13.3;10.8;Fresh Vegetables;Vegetables;Produce;Food;ALL
1128;61;Tri-State;Tri-State Dried Mushrooms;24209275841;26.100;17.6;15.6;1;0;32;8;17.2;18.4;21.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
1129;61;Tri-State;Tri-State Fresh Lima Beans;49931713938;24.300;18.8;17.7;1;0;21;9;3.62;8.78;15.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
1130;61;Tri-State;Tri-State Squash;22650697827;15.500;14;11;1;0;25;7;4.04;19.9;3.46;Fresh Vegetables;Vegetables;Produce;Food;ALL
1141;61;Tri-State;Tri-State Broccoli;86050598025;13.400;10.3;8.3;0;0;27;13;8.76;12.7;20.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
1145;61;Tri-State;Tri-State Sweet Onion;38667466044;15.700;21.4;20.3;0;0;12;9;7.21;7.66;9.67;Fresh Vegetables;Vegetables;Produce;Food;ALL
1420;61;Hermanos;Hermanos Summer Squash;22748995423;17.300;15.2;12.1;0;1;32;12;4.39;7.69;21.1;Fresh Vegetables;Vegetables;Produce;Food;ALL
1421;61;Hermanos;Hermanos Corn on the Cob;76946966052;28.400;13.7;10.6;0;1;11;9;17.1;20;5.99;Fresh Vegetables;Vegetables;Produce;Food;ALL
1422;61;Hermanos;Hermanos Asparagus;78141482472;22.300;8.02;6.02;1;0;1;12;21.1;9.96;9.65;Fresh Vegetables;Vegetables;Produce;Food;ALL
1423;61;Hermanos;Hermanos Sweet Peas;42555918097;23.700;14.1;13.1;0;1;22;9;6.11;18.5;16.9;Fresh Vegetables;Vegetables;Produce;Food;ALL
1424;61;Hermanos;Hermanos New Potatos;79086070656;39.100;17.2;15.2;1;0;11;13;11.8;7.88;17.9;Fresh Vegetables;Vegetables;Produce;Food;ALL
1425;61;Hermanos;Hermanos Beets;95661703944;21.800;18.3;17.2;0;0;17;10;20;7.13;21.9;Fresh Vegetables;Vegetables;Produce;Food;ALL
1426;61;Hermanos;Hermanos Prepared Salad;11429622769;37.400;13.1;12.1;0;1;21;13;4.99;11.4;10.4;Fresh Vegetables;Vegetables;Produce;Food;ALL
1427;61;Hermanos;Hermanos Onions;63340892195;32.700;16.1;14.1;1;0;31;9;22.3;6.41;8.91;Fresh Vegetables;Vegetables;Produce;Food;ALL
1428;61;Hermanos;Hermanos Green Pepper;38346577286;38.600;17.3;16.2;0;0;34;6;18.8;11.2;20.4;Fresh Vegetables;Vegetables;Produce;Food;ALL
1429;61;Hermanos;Hermanos Shitake Mushrooms;59495612978;24.000;7.06;5.05;1;0;29;9;21.5;3.06;17.9;Fresh Vegetables;Vegetables;Produce;Food;ALL
1430;61;Hermanos;Hermanos Lettuce;93739064335;33.600;18.7;15.7;1;1;33;5;12.4;11.9;6.13;Fresh Vegetables;Vegetables;Produce;Food;ALL
1431;61;Hermanos;Hermanos Elephant Garlic;84125866293;28.200;9.75;7.75;1;1;4;6;11.3;17.1;8.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
1432;61;Hermanos;Hermanos Red Pepper;52487912774;18.000;8.22;7.22;0;0;12;8;14.5;21.7;20.6;Fresh Vegetables;Vegetables;Produce;Food;ALL
1433;61;Hermanos;Hermanos Garlic;12112480998;26.300;16.2;14.2;0;1;30;6;16.9;15.9;7.54;Fresh Vegetables;Vegetables;Produce;Food;ALL
1434;61;Hermanos;Hermanos Potatos;74831464886;0.9300;18.3;16.2;1;1;30;11;18;22.9;13.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
1435;61;Hermanos;Hermanos Cauliflower;69791669249;27.200;17.2;16.2;0;1;28;7;14.8;20.9;18.5;Fresh Vegetables;Vegetables;Produce;Food;ALL
1436;61;Hermanos;Hermanos Tomatos;11748419404;0.9200;13.8;12.8;1;1;33;9;8.81;21;21.4;Fresh Vegetables;Vegetables;Produce;Food;ALL
1437;61;Hermanos;Hermanos Mushrooms;65946390032;17.400;11.3;8.3;0;1;30;14;15.3;10.8;17;Fresh Vegetables;Vegetables;Produce;Food;ALL
1438;61;Hermanos;Hermanos Baby Onion;43238776326;13.700;8.33;6.32;0;0;1;6;13;18.6;9.84;Fresh Vegetables;Vegetables;Produce;Food;ALL
1439;61;Hermanos;Hermanos Dried Mushrooms;90576643347;15.000;9.99;7.98;0;0;11;6;22.4;21.2;13.7;Fresh Vegetables;Vegetables;Produce;Food;ALL
1440;61;Hermanos;Hermanos Fresh Lima Beans;37106795907;28.100;10.7;8.69;0;0;9;6;16.5;20.4;20.3;Fresh Vegetables;Vegetables;Produce;Food;ALL
1441;61;Hermanos;Hermanos Squash;83193079829;13.100;14.6;13.6;1;0;2;5;18.4;17.7;13.5;Fresh Vegetables;Vegetables;Produce;Food;ALL
1452;61;Hermanos;Hermanos Broccoli;23181925415;28.900;8.68;6.68;0;0;36;6;13.4;13.7;3.35;Fresh Vegetables;Vegetables;Produce;Food;ALL
1456;61;Hermanos;Hermanos Sweet Onion;48540301918;18.300;9.71;8.71;1;0;6;11;5.91;3.84;15.5;Fresh Vegetables;Vegetables;Produce;Food;ALL
16;62;Blue Label;Blue Label Canned Beets;62908702492;38.300;21.2;18.2;0;1;31;10;19;21.9;9.39;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
17;62;Blue Label;Blue Label Creamed Corn;79484335780;29.900;6.91;3.9;1;1;34;9;7.8;17.8;8.26;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
18;62;Blue Label;Blue Label Canned String Beans;85252254605;26.700;12.6;10.6;1;0;26;10;8.87;5.18;13.3;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
20;62;Blue Label;Blue Label Canned Yams;22169209122;27.800;21.3;19.2;0;1;22;8;5.95;5.22;11.8;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
22;62;Blue Label;Blue Label Canned Tomatos;77561696171;22.900;15;14;0;0;31;13;19;8.73;5.02;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
28;62;Blue Label;Blue Label Canned Peas;61668921113;39.100;21.9;20.8;1;0;33;9;8.1;22;21.5;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
327;62;Better;Better Canned Beets;96490806937;0.6000;8.6;7.6;0;1;26;10;18.5;18.8;8.49;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
328;62;Better;Better Creamed Corn;99972024559;12.600;11.6;10.6;1;0;26;9;4.6;5.99;19.4;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
329;62;Better;Better Canned String Beans;59596592783;17.400;10.9;8.89;1;1;22;8;3.61;20.6;14;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
331;62;Better;Better Canned Yams;57990807890;28.300;15.9;13.8;0;0;22;14;3.51;13.7;18.7;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
333;62;Better;Better Canned Tomatos;54145528674;13.200;17.9;16.8;0;1;33;14;5.86;12.2;9.37;Canned Vegetables;Vegetables;Canned Foods;Food;ALL
