time_id,the_date,the_day,the_month,the_year,day_of_month,week_of_year,month_of_year,quarter,year_and_month,year_quarter,All
984,1998-09-10,Thursday,September,1998,10,39,9,Q3,1998-09,1998-Q3,ALL
985,1998-09-11,Friday,September,1998,11,39,9,Q3,1998-09,1998-Q3,ALL
986,1998-09-12,Saturday,September,1998,12,39,9,Q3,1998-09,1998-Q3,ALL
987,1998-09-13,Sunday,September,1998,13,40,9,Q3,1998-09,1998-Q3,ALL
988,1998-09-14,Monday,September,1998,14,40,9,Q3,1998-09,1998-Q3,ALL
989,1998-09-15,Tuesday,September,1998,15,40,9,Q3,1998-09,1998-Q3,ALL
990,1998-09-16,Wednesday,September,1998,16,40,9,Q3,1998-09,1998-Q3,ALL
991,1998-09-17,Thursday,September,1998,17,40,9,Q3,1998-09,1998-Q3,ALL
992,1998-09-18,Friday,September,1998,18,40,9,Q3,1998-09,1998-Q3,ALL
993,1998-09-19,Saturday,September,1998,19,40,9,Q3,1998-09,1998-Q3,ALL
994,1998-09-20,Sunday,September,1998,20,41,9,Q3,1998-09,1998-Q3,ALL
995,1998-09-21,Monday,September,1998,21,41,9,Q3,1998-09,1998-Q3,ALL
996,1998-09-22,Tuesday,September,1998,22,41,9,Q3,1998-09,1998-Q3,ALL
997,1998-09-23,Wednesday,September,1998,23,41,9,Q3,1998-09,1998-Q3,ALL
998,1998-09-24,Thursday,September,1998,24,41,9,Q3,1998-09,1998-Q3,ALL
999,1998-09-25,Friday,September,1998,25,41,9,Q3,1998-09,1998-Q3,ALL
1000,1998-09-26,Saturday,September,1998,26,41,9,Q3,1998-09,1998-Q3,ALL
1001,1998-09-27,Sunday,September,1998,27,42,9,Q3,1998-09,1998-Q3,ALL
1002,1998-09-28,Monday,September,1998,28,42,9,Q3,1998-09,1998-Q3,ALL
1003,1998-09-29,Tuesday,September,1998,29,42,9,Q3,1998-09,1998-Q3,ALL
1004,1998-09-30,Wednesday,September,1998,30,42,9,Q3,1998-09,1998-Q3,ALL
1005,1998-10-01,Thursday,October,1998,1,42,10,Q4,1998-10,1998-Q4,ALL
1006,1998-10-02,Friday,October,1998,2,42,10,Q4,1998-10,1998-Q4,ALL
1007,1998-10-03,Saturday,October,1998,3,42,10,Q4,1998-10,1998-Q4,ALL
1008,1998-10-04,Sunday,October,1998,4,43,10,Q4,1998-10,1998-Q4,ALL
1009,1998-10-05,Monday,October,1998,5,43,10,Q4,1998-10,1998-Q4,ALL
1010,1998-10-06,Tuesday,October,1998,6,43,10,Q4,1998-10,1998-Q4,ALL
1011,1998-10-07,Wednesday,October,1998,7,43,10,Q4,1998-10,1998-Q4,ALL
1012,1998-10-08,Thursday,October,1998,8,43,10,Q4,1998-10,1998-Q4,ALL
1013,1998-10-09,Friday,October,1998,9,43,10,Q4,1998-10,1998-Q4,ALL
1014,1998-10-10,Saturday,October,1998,10,43,10,Q4,1998-10,1998-Q4,ALL
1015,1998-10-11,Sunday,October,1998,11,44,10,Q4,1998-10,1998-Q4,ALL
1016,1998-10-12,Monday,October,1998,12,44,10,Q4,1998-10,1998-Q4,ALL
1017,1998-10-13,Tuesday,October,1998,13,44,10,Q4,1998-10,1998-Q4,ALL
1018,1998-10-14,Wednesday,October,1998,14,44,10,Q4,1998-10,1998-Q4,ALL
1019,1998-10-15,Thursday,October,1998,15,44,10,Q4,1998-10,1998-Q4,ALL
1020,1998-10-16,Friday,October,1998,16,44,10,Q4,1998-10,1998-Q4,ALL
1021,1998-10-17,Saturday,October,1998,17,44,10,Q4,1998-10,1998-Q4,ALL
1022,1998-10-18,Sunday,October,1998,18,45,10,Q4,1998-10,1998-Q4,ALL
1023,1998-10-19,Monday,October,1998,19,45,10,Q4,1998-10,1998-Q4,ALL
1024,1998-10-20,Tuesday,October,1998,20,45,10,Q4,1998-10,1998-Q4,ALL
1025,1998-10-21,Wednesday,October,1998,21,45,10,Q4,1998-10,1998-Q4,ALL
1026,1998-10-22,Thursday,October,1998,22,45,10,Q4,1998-10,1998-Q4,ALL
1027,1998-10-23,Friday,October,1998,23,45,10,Q4,1998-10,1998-Q4,ALL
1028,1998-10-24,Saturday,October,1998,24,45,10,Q4,1998-10,1998-Q4,ALL
1029,1998-10-25,Sunday,October,1998,25,46,10,Q4,1998-10,1998-Q4,ALL
1030,1998-10-26,Monday,October,1998,26,46,10,Q4,1998-10,1998-Q4,ALL
1031,1998-10-27,Tuesday,October,1998,27,46,10,Q4,1998-10,1998-Q4,ALL
1032,1998-10-28,Wednesday,October,1998,28,46,10,Q4,1998-10,1998-Q4,ALL
1033,1998-10-29,Thursday,October,1998,29,46,10,Q4,1998-10,1998-Q4,ALL
1034,1998-10-30,Friday,October,1998,30,46,10,Q4,1998-10,1998-Q4,ALL
1035,1998-10-31,Saturday,October,1998,31,46,10,Q4,1998-10,1998-Q4,ALL
1036,1998-11-01,Sunday,November,1998,1,47,11,Q4,1998-11,1998-Q4,ALL
1037,1998-11-02,Monday,November,1998,2,47,11,Q4,1998-11,1998-Q4,ALL
1038,1998-11-03,Tuesday,November,1998,3,47,11,Q4,1998-11,1998-Q4,ALL
1039,1998-11-04,Wednesday,November,1998,4,47,11,Q4,1998-11,1998-Q4,ALL
1040,1998-11-05,Thursday,November,1998,5,47,11,Q4,1998-11,1998-Q4,ALL
1041,1998-11-06,Friday,November,1998,6,47,11,Q4,1998-11,1998-Q4,ALL
1042,1998-11-07,Saturday,November,1998,7,47,11,Q4,1998-11,1998-Q4,ALL
1043,1998-11-08,Sunday,November,1998,8,48,11,Q4,1998-11,1998-Q4,ALL
1044,1998-11-09,Monday,November,1998,9,48,11,Q4,1998-11,1998-Q4,ALL
1045,1998-11-10,Tuesday,November,1998,10,48,11,Q4,1998-11,1998-Q4,ALL
1046,1998-11-11,Wednesday,November,1998,11,48,11,Q4,1998-11,1998-Q4,ALL
1047,1998-11-12,Thursday,November,1998,12,48,11,Q4,1998-11,1998-Q4,ALL
1048,1998-11-13,Friday,November,1998,13,48,11,Q4,1998-11,1998-Q4,ALL
1049,1998-11-14,Saturday,November,1998,14,48,11,Q4,1998-11,1998-Q4,ALL
1050,1998-11-15,Sunday,November,1998,15,49,11,Q4,1998-11,1998-Q4,ALL
1051,1998-11-16,Monday,November,1998,16,49,11,Q4,1998-11,1998-Q4,ALL
1052,1998-11-17,Tuesday,November,1998,17,49,11,Q4,1998-11,1998-Q4,ALL
1053,1998-11-18,Wednesday,November,1998,18,49,11,Q4,1998-11,1998-Q4,ALL
1054,1998-11-19,Thursday,November,1998,19,49,11,Q4,1998-11,1998-Q4,ALL
1055,1998-11-20,Friday,November,1998,20,49,11,Q4,1998-11,1998-Q4,ALL
1056,1998-11-21,Saturday,November,1998,21,49,11,Q4,1998-11,1998-Q4,ALL
1057,1998-11-22,Sunday,November,1998,22,50,11,Q4,1998-11,1998-Q4,ALL
1058,1998-11-23,Monday,November,1998,23,50,11,Q4,1998-11,1998-Q4,ALL
1059,1998-11-24,Tuesday,November,1998,24,50,11,Q4,1998-11,1998-Q4,ALL
1060,1998-11-25,Wednesday,November,1998,25,50,11,Q4,1998-11,1998-Q4,ALL
1061,1998-11-26,Thursday,November,1998,26,50,11,Q4,1998-11,1998-Q4,ALL
1062,1998-11-27,Friday,November,1998,27,50,11,Q4,1998-11,1998-Q4,ALL
1063,1998-11-28,Saturday,November,1998,28,50,11,Q4,1998-11,1998-Q4,ALL
1064,1998-11-29,Sunday,November,1998,29,51,11,Q4,1998-11,1998-Q4,ALL
1065,1998-11-30,Monday,November,1998,30,51,11,Q4,1998-11,1998-Q4,ALL
1066,1998-12-01,Tuesday,December,1998,1,51,12,Q4,1998-12,1998-Q4,ALL
1067,1998-12-02,Wednesday,December,1998,2,51,12,Q4,1998-12,1998-Q4,ALL
1068,1998-12-03,Thursday,December,1998,3,51,12,Q4,1998-12,1998-Q4,ALL
1069,1998-12-04,Friday,December,1998,4,51,12,Q4,1998-12,1998-Q4,ALL
1070,1998-12-05,Saturday,December,1998,5,51,12,Q4,1998-12,1998-Q4,ALL
1071,1998-12-06,Sunday,December,1998,6,52,12,Q4,1998-12,1998-Q4,ALL
1072,1998-12-07,Monday,December,1998,7,1,12,Q4,1998-12,1998-Q4,ALL
1073,1998-12-08,Tuesday,December,1998,8,1,12,Q4,1998-12,1998-Q4,ALL
1074,1998-12-09,Wednesday,December,1998,9,1,12,Q4,1998-12,1998-Q4,ALL
1075,1998-12-10,Thursday,December,1998,10,1,12,Q4,1998-12,1998-Q4,ALL
1076,1998-12-11,Friday,December,1998,11,1,12,Q4,1998-12,1998-Q4,ALL
1077,1998-12-12,Saturday,December,1998,12,1,12,Q4,1998-12,1998-Q4,ALL
1078,1998-12-13,Sunday,December,1998,13,2,12,Q4,1998-12,1998-Q4,ALL
1079,1998-12-14,Monday,December,1998,14,2,12,Q4,1998-12,1998-Q4,ALL
1080,1998-12-15,Tuesday,December,1998,15,2,12,Q4,1998-12,1998-Q4,ALL
1081,1998-12-16,Wednesday,December,1998,16,2,12,Q4,1998-12,1998-Q4,ALL
1082,1998-12-17,Thursday,December,1998,17,2,12,Q4,1998-12,1998-Q4,ALL
1083,1998-12-18,Friday,December,1998,18,2,12,Q4,1998-12,1998-Q4,ALL
1084,1998-12-19,Saturday,December,1998,19,2,12,Q4,1998-12,1998-Q4,ALL
1085,1998-12-20,Sunday,December,1998,20,3,12,Q4,1998-12,1998-Q4,ALL
1086,1998-12-21,Monday,December,1998,21,3,12,Q4,1998-12,1998-Q4,ALL
1087,1998-12-22,Tuesday,December,1998,22,3,12,Q4,1998-12,1998-Q4,ALL
1088,1998-12-23,Wednesday,December,1998,23,3,12,Q4,1998-12,1998-Q4,ALL
1089,1998-12-24,Thursday,December,1998,24,3,12,Q4,1998-12,1998-Q4,ALL
1090,1998-12-25,Friday,December,1998,25,3,12,Q4,1998-12,1998-Q4,ALL
1091,1998-12-26,Saturday,December,1998,26,3,12,Q4,1998-12,1998-Q4,ALL
1092,1998-12-27,Sunday,December,1998,27,4,12,Q4,1998-12,1998-Q4,ALL
1093,1998-12-28,Monday,December,1998,28,4,12,Q4,1998-12,1998-Q4,ALL
1094,1998-12-29,Tuesday,December,1998,29,4,12,Q4,1998-12,1998-Q4,ALL
1095,1998-12-30,Wednesday,December,1998,30,4,12,Q4,1998-12,1998-Q4,ALL
1096,1998-12-31,Thursday,December,1998,31,4,12,Q4,1998-12,1998-Q4,ALL
